	Significant	X.Log.P.value.	Difference	Majority.protein.IDs	Protein.IDs	Protein.names	Gene.names	id	Fasta.headers	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Number.of.proteins	Peptides.LM2_WCL_1	Peptides.LM2_WCL_2	Peptides.LM2_WCL_3	Peptides.MDAMB231_WCL_1	Peptides.MDAMB231_WCL_2	Peptides.MDAMB231_WCL_3	Unique.peptides.LM2_WCL_1	Unique.peptides.LM2_WCL_2	Unique.peptides.LM2_WCL_3	Unique.peptides.MDAMB231_WCL_1	Unique.peptides.MDAMB231_WCL_2	Unique.peptides.MDAMB231_WCL_3	Sequence.length	Sequence.lengths	Identification.type.LM2_WCL_1	Identification.type.LM2_WCL_2	Identification.type.LM2_WCL_3	Identification.type.MDAMB231_WCL_1	Identification.type.MDAMB231_WCL_2	Identification.type.MDAMB231_WCL_3	Sequence.coverage.LM2_WCL_1....	Sequence.coverage.LM2_WCL_2....	Sequence.coverage.LM2_WCL_3....	Sequence.coverage.MDAMB231_WCL_1....	Sequence.coverage.MDAMB231_WCL_2....	Sequence.coverage.MDAMB231_WCL_3....	Symbol.color	Symbol.type	Symbol.size	Show.label	Only.identified.by.site	Reverse	Potential.contaminant	Student.s.T.test.Significant.LM2_MDA	Student.s.T.test.significant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Student.s.T.test.p.value.LM2_MDA	Student.s.T.test.q.value.LM2_MDA	Student.s.T.test.Difference.LM2_MDA	Student.s.T.test.Test.statistic.LM2_MDA	LFQ.intensity.LM2_WCL_1	LFQ.intensity.LM2_WCL_2	LFQ.intensity.LM2_WCL_3	LFQ.intensity.MDAMB231_WCL_1	LFQ.intensity.MDAMB231_WCL_2	LFQ.intensity.MDAMB231_WCL_3	DEGs	DEPs	namesdep
1028	+	2.43419695595111	1.08185068766276	P49454	P49454	Centromere protein F	CENPF	1591	Centromere protein F OS=Homo sapiens OX=9606 GN=CENPF PE=1 SV=3	6	6	6	1	3	4	3	1	1	1	3	4	3	1	1	1	3114	3114	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	1.2	1.4	1.3	0.4	0.4	0.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	2.6	2.6	2.6	357.52	0	4.5035	0.00367962062118662	0.0124933586337761	1.08185068766276	6.08841381135722	24.9213428497314	25.3517818450928	24.7654247283936	23.9491729736328	23.96923828125	23.8745861053467	UP	UP	CENPF
183	+	1.51208941325845	1.07543627421061	O60271	O60271;Q9UPT6	C-Jun-amino-terminal kinase-interacting protein 4	SPAG9	399	C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9 PE=1 SV=4	16;1	16;1	16;1	2	9	9	10	3	9	9	9	9	10	3	9	9	1321	1321;1336	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.8	10	10.2	4	9.2	8.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	16	16	16.9	16.9	16.9	146.2	0	32.31	0.0307546356808512	0.0414158607350097	1.07543627421061	3.27119136142402	26.9554901123047	27.1560535430908	26.8523387908936	25.3275566101074	25.9958267211914	26.4141902923584	UP	UP	SPAG9
1767	+	1.93987447096826	1.06347783406576	Q3B726	Q3B726	DNA-directed RNA polymerase I subunit RPA43	TWISTNB	2605	DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens OX=9606 GN=TWISTNB PE=1 SV=1	3	3	3	1	2	3	2	0	1	2	2	3	2	0	1	2	338	338	By MS/MS	By MS/MS	By MS/MS		By matching	By matching	5.9	10.4	7.1	0	4.4	7.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	10.4	10.4	10.4	37.432	0.00025195	2.8855	0.0114848553325188	0.0226735218508997	1.06347783406576	4.4229197766437	23.9790191650391	24.1714248657227	24.3598442077637	22.6799907684326	23.3459663391113	23.2938976287842	UP	UP	TWISTNB
2176	+	1.93509015969894	1.06073633829753	Q96E39	Q96E39	RNA binding motif protein, X-linked-like-1	RBMXL1	3429	RNA binding motif protein, X-linked-like-1 OS=Homo sapiens OX=9606 GN=RBMXL1 PE=1 SV=1	14	5	5	1	12	12	11	10	11	11	5	5	4	2	3	4	390	390	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.5	28.7	26.7	29.5	32.8	26.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	5	5	34.9	11.5	11.5	42.141	0	5.0234	0.0116120752169447	0.0227247119078105	1.06073633829753	4.40872962779382	25.7774848937988	25.8850440979004	25.643009185791	24.5669746398926	24.3985862731934	25.1577682495117	UP	UP	RBMXL1
2792	+	2.43352334264214	1.06052207946777	Q9Y281	Q9Y281	Cofilin-2	CFL2	4476	Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1	18	10	10	1	11	10	9	9	9	9	5	4	5	4	3	5	166	166	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	68.1	66.9	61.4	60.8	55.4	61.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	18	10	10	78.9	53	53	18.736	0	94.532	0.00368533233241201	0.012469696969697	1.06052207946777	6.08584388421799	28.3535079956055	28.1215915679932	28.2128486633301	27.0143566131592	27.4900665283203	27.0019588470459	UP	UP	CFL2
216	+	2.81354959998874	1.05591773986816	O75083	O75083	WD repeat-containing protein 1	WDR1	456	WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	50	50	50	1	38	39	38	29	32	32	38	39	38	29	32	32	606	606	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	74.8	74.8	74.8	72.1	73.9	67.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	50	50	50	80.5	80.5	80.5	66.193	0	323.31	0.00153620933561756	0.00958888888888889	1.05591773986816	7.69259730757434	32.5206108093262	32.4265251159668	32.6388206481934	31.3759632110596	31.7165298461914	31.3257102966309	UP	UP	WDR1
2452	+	1.45862725238504	1.05264790852865	Q9H4L5	Q9H4L5	Oxysterol-binding protein-related protein 3	OSBPL3	3906	Oxysterol-binding protein-related protein 3 OS=Homo sapiens OX=9606 GN=OSBPL3 PE=1 SV=1	14	14	14	1	8	7	10	5	4	7	8	7	10	5	4	7	887	887	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.9	9.5	13.6	7.6	6	10.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	14	14	20	20	20	101.22	0	117.77	0.034783457390065	0.0440184162062615	1.05264790852865	3.14191739488872	26.3079280853271	27.0258045196533	27.2602443695068	25.9812431335449	25.4646015167236	25.9901885986328	UP	UP	OSBPL3
1782	+	1.4256896960716	1.05031840006511	Q53EP0	Q53EP0	Fibronectin type III domain-containing protein 3B	FNDC3B	2629	Fibronectin type III domain-containing protein 3B OS=Homo sapiens OX=9606 GN=FNDC3B PE=1 SV=2	4	4	4	1	3	4	3	1	1	2	3	4	3	1	1	2	1204	1204	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	3.2	5.2	3.2	1.2	1.2	2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	5.2	5.2	5.2	132.89	0	14.113	0.037524101664239	0.0480684684684685	1.05031840006511	3.06366344964581	24.6363849639893	24.8241062164307	25.1614646911621	23.4943351745605	23.5406036376953	24.4360618591309	UP	UP	FNDC3B
1789	+	1.34869547339601	1.04852485656738	Q53TN4	Q53TN4	Cytochrome b reductase 1	CYBRD1	2646	Cytochrome b reductase 1 OS=Homo sapiens OX=9606 GN=CYBRD1 PE=1 SV=1	3	3	3	1	2	2	0	0	0	0	2	2	0	0	0	0	286	286	By matching	By MS/MS					4.9	4.9	0	0	0	0	Color2 [DarkGray]	1	4	NA	NA	NA	NA			3	3	3	9.4	9.4	9.4	31.641	0	6.5459	0.0448027350128706	0.0532252559726962	1.04852485656738	2.88465834884185	25.1117553710938	25.1451873779297	24.3948364257813	24.1572399139404	24.0472946166992	23.3016700744629	UP	UP	CYBRD1
901	+	2.10336297234711	1.04660797119141	P36871	P36871	Phosphoglucomutase-1	PGM1	1416	Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3	30	30	30	1	24	25	24	21	20	22	24	25	24	21	20	22	562	562	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	45	45	43.6	41.3	40.2	42.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	30	30	30	58.4	58.4	58.4	61.448	0	323.31	0.00788201083718378	0.0190588235294118	1.04660797119141	4.92837306497279	31.3125705718994	31.1919593811035	30.9322032928467	30.4559135437012	29.9647159576416	29.8762798309326	UP	UP	PGM1
2454	+	3.76621088828341	1.04605992635091	Q9H4M9	Q9H4M9	EH domain-containing protein 1	EHD1	3908	EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2	36	36	26	1	24	25	25	16	13	20	19	20	20	12	12	16	534	534	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	61.2	61.2	59.7	37.8	33.5	44.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	36	36	26	74.7	74.7	53.7	60.626	0	323.31	0.000171312523207367	0.00516535433070866	1.04605992635091	13.5579267507615	30.8602352142334	30.6850357055664	30.8174171447754	29.7055149078369	29.851936340332	29.6670570373535	UP	UP	EHD1
2748	+	2.31456353113169	1.04092979431152	Q9ULW0	Q9ULW0	Targeting protein for Xklp2	TPX2	4411	Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2	9	9	9	1	9	8	7	2	3	3	9	8	7	2	3	3	747	747	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17	15	12.7	3.3	4.7	4.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	9	9	9	17	17	17	85.652	0	14.542	0.00484659208660487	0.0150294627383016	1.04092979431152	5.64591337434511	26.486909866333	26.7512359619141	26.8173866271973	25.9326725006104	25.5949420928955	25.4051284790039	UP	UP	TPX2
2402	+	3.21529706222026	1.03581364949544	Q9GZR7	Q9GZR7	ATP-dependent RNA helicase DDX24	DDX24	3816	ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1	10	10	10	1	10	7	7	3	3	5	10	7	7	3	3	5	859	859	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.3	11.3	10.6	4	5	7.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	16.3	16.3	16.3	96.331	0	35.161	0.00060912010983297	0.0048	1.03581364949544	9.79406616351643	26.5085735321045	26.2151947021484	26.2504100799561	25.2851734161377	25.3795776367188	25.2019863128662	UP	UP	DDX24
2192	+	3.03272796793232	1.03149795532227	Q96G03	Q96G03	Phosphoglucomutase-2	PGM2	3455	Phosphoglucomutase-2 OS=Homo sapiens OX=9606 GN=PGM2 PE=1 SV=4	22	22	22	1	14	14	18	9	9	11	14	14	18	9	9	11	612	612	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	33.8	29.6	42.3	21.6	22.4	22.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	22	22	22	46.2	46.2	46.2	68.283	0	149.25	0.000927410550106608	0.0068	1.03149795532227	8.78129848820024	28.9035148620605	29.0435123443604	28.6557064056396	27.8928451538086	27.8279609680176	27.7874336242676	UP	UP	PGM2
1157	+	2.54851680216694	1.03065427144368	P55263	P55263	Adenosine kinase	ADK	1762	Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2	16	16	16	1	12	12	12	5	9	9	12	12	12	5	9	9	362	362	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.2	39.2	39.2	15.5	35.9	27.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	16	16	49.7	49.7	49.7	40.545	0	38.535	0.00282802469712616	0.0116427015250545	1.03065427144368	6.53807360732646	28.3474369049072	28.4773445129395	28.1180782318115	27.4715805053711	27.0673294067383	27.3119869232178	UP	UP	ADK
2159	+	2.96099968365523	1.0304807027181	Q96C19	Q96C19;Q9BUP0	EF-hand domain-containing protein D2	EFHD2	3397	EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1	19;1	19;1	19;1	2	17	19	15	9	11	11	17	19	15	9	11	11	240	240;239	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	64.2	83.3	55.4	39.2	62.1	45.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	19	19	19	83.3	83.3	83.3	26.697	0	71.012	0.00109395716312195	0.00612218649517685	1.0304807027181	8.41051332099641	29.5699329376221	29.9780101776123	29.6790237426758	28.725269317627	28.721363067627	28.688892364502	UP	UP	EFHD2
1097	+	2.14184182354009	1.02784601847331	P52292	P52292	Importin subunit alpha-1	KPNA2	1687	Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1	13	13	13	1	11	11	9	7	5	7	11	11	9	7	5	7	529	529	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.6	21.6	20.2	19.3	12.1	17.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	13	13	13	29.5	29.5	29.5	57.861	0	246.52	0.00721370165003522	0.0179726858877086	1.02784601847331	5.0534295427694	28.2394065856934	28.425745010376	28.3876762390137	26.9748687744141	27.3440113067627	27.6504096984863	UP	UP	KPNA2
2411	+	1.68344410315717	1.02025413513184	Q9H098	Q9H098	Protein FAM107B	FAM107B	3833	Protein FAM107B OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=1	8	8	8	1	7	6	6	3	3	4	7	6	6	3	3	4	131	131	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	65.6	64.1	57.3	29	34.4	42	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	8	77.9	77.9	77.9	15.558	0	44.024	0.0207279282585239	0.0333333333333333	1.02025413513184	3.70591375929574	26.1438655853271	25.9635143280029	26.770393371582	25.390869140625	25.0194549560547	25.4066867828369	UP	UP	FAM107B
16	+	2.99392881205747	1.02011235555013	O00151	O00151	PDZ and LIM domain protein 1	PDLIM1	156	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	23	23	23	1	22	21	17	13	15	15	22	21	17	13	15	15	329	329	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	80.9	73.3	66.6	53.2	59	66.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	23	23	23	90.9	90.9	90.9	36.071	0	323.31	0.00101407759595667	0.00643243243243243	1.02011235555013	8.578918262856	30.340747833252	30.3987674713135	30.3166751861572	29.3941516876221	29.4951076507568	29.1065940856934	UP	UP	PDLIM1
964	+	3.70243961791106	1.01911799112956	P43490	P43490	Nicotinamide phosphoribosyltransferase	NAMPT	1507	Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1	26	26	26	1	22	20	22	12	15	17	22	20	22	12	15	17	491	491	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	48.3	46.8	49.3	27.7	38.5	38.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	26	26	26	50.1	50.1	50.1	55.52	0	228.23	0.000198408549478466	0.00485925925925926	1.01911799112956	13.0602387938192	30.3484725952148	30.5074863433838	30.5674686431885	29.4953365325928	29.5006465911865	29.3700904846191	UP	UP	NAMPT
2055	+	2.34473331133184	1.01375897725423	Q8WUM4	Q8WUM4	Programmed cell death 6-interacting protein	PDCD6IP	3223	Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1	68	68	68	1	37	37	33	20	29	34	37	37	33	20	29	34	868	868	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50.2	50.3	47.1	29.5	45.7	50.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	68	68	68	69.4	69.4	69.4	96.022	0	323.31	0.0045213350228094	0.014299823633157	1.01375897725423	5.75491592430697	31.7548160552979	31.843297958374	31.92209815979	30.5237445831299	30.8455791473389	31.1096115112305	UP	UP	PDCD6IP
86	+	2.52696849099646	1.00869496663411	O14979	O14979	Heterogeneous nuclear ribonucleoprotein D-like	HNRNPDL	265	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3	20	18	18	1	15	18	13	9	10	12	13	16	11	8	9	10	420	420	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	27.6	33.3	26	21.9	22.6	26	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	20	18	18	35.2	35.2	35.2	46.437	0	90.596	0.00297188164035428	0.0115490605427975	1.00869496663411	6.45122056120544	30.2893409729004	30.589334487915	30.3121376037598	29.525707244873	29.4963665008545	29.1426544189453	UP	UP	HNRNPDL
2188	+	2.76775311842251	1.00703430175781	Q96FQ6	Q96FQ6	Protein S100-A16	S100A16	3449	Protein S100-A16 OS=Homo sapiens OX=9606 GN=S100A16 PE=1 SV=1	6	6	6	1	5	4	4	4	4	4	5	4	4	4	4	4	103	103	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	52.4	40.8	40.8	40.8	40.8	40.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	63.1	63.1	63.1	11.801	0	42.193	0.00170705251427703	0.010005249343832	1.00703430175781	7.48111445854521	28.9613800048828	28.9832134246826	29.3605365753174	28.0781631469727	28.0413475036621	28.1645164489746	UP	UP	S100A16
